"custID","gender","state","cardholder","balance","numTrans","numIntlTrans","creditLine","fraudRisk"
15645,1,15,1,4012,21,0,4,0
16176,1,22,1,6000,1,0,5,0
16229,2,5,1,0,8,5,7,0
16243,2,8,1,0,52,0,2,0
16345,1,16,1,6000,3,0,5,0
16369,1,5,1,0,11,0,4,0
16512,1,35,1,0,3,3,3,0
16638,1,30,1,3528,17,0,5,0
16700,2,39,1,11402,15,0,39,0
16817,1,10,1,8000,27,1,7,0
16868,1,43,1,0,7,5,3,0
16889,1,44,1,5369,4,0,7,0
17356,1,17,1,0,3,0,18,0
17412,2,47,2,1812,74,0,12,1
17456,2,36,1,1643,8,4,7,0
17615,2,21,1,0,50,60,3,0
17714,1,35,1,5131,12,0,10,0
17956,1,35,1,6000,8,0,5,0
18232,2,36,1,9000,20,1,8,0
18271,1,26,1,5109,12,20,17,0
18467,2,24,1,11000,82,0,10,1
18472,2,16,1,17000,7,0,16,0
18549,2,43,1,0,28,4,2,0
18748,1,3,1,14000,18,13,13,1
18782,2,20,1,0,11,0,4,0
18847,2,16,1,7668,46,0,11,0
18948,2,10,1,0,6,11,4,0
19041,2,34,1,8000,8,0,7,0
19225,2,32,1,10000,30,4,9,0
19263,1,24,1,9787,66,0,20,0
19414,2,44,1,4000,23,0,3,0
19417,1,5,1,10000,30,12,9,0
19659,1,26,1,2263,39,2,17,0
19675,1,25,1,5000,21,0,4,0
19859,1,2,1,0,100,0,2,0
19940,1,48,1,3000,10,1,2,0
19965,1,48,1,616,56,0,6,0
20326,2,20,1,352,48,9,2,0
20353,2,45,1,0,22,1,13,0
20425,1,5,1,4000,14,3,3,0
20490,2,46,1,0,29,1,3,0
20589,1,29,1,2819,17,28,10,0
20897,1,5,1,4760,27,7,5,0
20923,2,49,1,15167,12,10,27,0
21008,2,44,1,6113,100,0,7,0
21018,1,25,1,6000,100,0,5,0
21036,1,14,1,4000,30,3,3,0
21070,2,46,1,5000,59,6,4,0
21119,2,25,1,5815,13,3,9,0
21221,1,10,2,0,9,0,6,0
21260,1,43,1,14719,100,0,17,1
21277,2,48,1,3000,41,0,2,0
21408,1,15,1,6020,6,4,26,0
21529,1,5,1,2323,13,0,4,0
21609,1,25,1,11500,70,0,14,0
21861,2,7,1,1541,37,1,2,0
21883,1,23,1,4572,40,5,4,0
22037,2,35,1,3567,16,0,3,0
22108,2,29,1,2237,13,5,10,0
22116,1,37,1,4531,13,0,6,0
22206,2,20,1,2057,13,9,6,0
22312,2,2,1,0,30,0,5,0
22412,1,48,1,5586,7,23,7,0
22422,1,25,1,1077,100,0,3,0
22462,1,35,1,6000,39,0,5,0
22530,1,5,1,7000,12,0,6,0
22778,1,25,1,6000,28,0,5,0
22786,2,44,1,4000,49,1,3,0
22882,2,5,1,4701,19,0,16,0
22901,1,13,1,4000,21,1,3,0
22943,1,32,1,7000,56,1,6,0
23061,1,36,1,0,32,8,5,0
23256,1,29,1,0,78,4,3,0
23389,2,25,1,0,6,31,18,0
23531,2,16,1,10000,100,0,9,1
23653,1,29,1,6000,100,12,5,0
23659,2,21,1,6014,5,0,7,0
23807,1,20,1,3000,15,0,2,0
23865,2,46,1,7397,12,0,19,0
23998,1,36,1,0,5,7,2,0
24170,1,25,1,44,14,0,5,0
24318,1,23,1,3168,9,2,8,0
24337,2,5,1,3588,47,0,3,0
24464,1,5,1,4248,32,0,5,0
24500,1,14,1,5092,27,0,5,0
24505,2,44,1,14737,18,3,14,1
24522,1,47,1,0,34,6,20,0
24601,2,35,2,5000,34,3,4,0
24638,1,35,1,7000,44,0,6,0
24755,1,32,1,6907,100,0,11,0
24975,2,17,1,4651,15,0,5,0
24999,1,41,1,4000,6,7,3,0
25066,1,35,1,0,18,0,6,0
25072,1,32,1,0,4,0,8,0
25227,1,44,1,3000,12,0,2,0
25315,2,5,1,3523,8,6,34,0
25447,2,17,1,5501,12,2,5,0
25574,2,3,2,7000,100,0,6,1
25576,1,11,1,1451,65,0,14,0
25638,2,39,1,9132,20,0,11,0
25667,1,39,1,0,28,12,3,0
25706,2,35,1,11029,34,0,11,0
25942,1,10,1,0,2,0,19,0
26121,1,43,1,5000,6,0,4,0
26122,2,33,1,0,66,12,8,0
26481,1,5,1,0,8,0,7,0
26484,2,25,1,7065,32,0,24,0
26499,2,35,1,2000,20,1,1,0
26519,1,48,1,16057,66,0,22,1
26660,1,48,1,0,28,3,11,0
26862,1,46,1,7803,18,0,14,0
26982,1,5,1,7331,17,0,21,1
27214,1,43,1,9000,9,0,8,0
27350,2,11,1,15719,1,0,25,0
27481,1,17,1,2000,12,6,1,0
27492,2,15,1,0,65,0,3,0
27511,2,10,1,0,66,25,2,0
27698,1,44,1,878,0,6,4,0
27833,1,6,1,0,17,23,2,0
27864,2,44,1,4000,41,0,3,0
27874,1,15,1,3000,15,15,2,0
27966,1,41,1,0,6,1,10,0
28071,1,35,1,18421,13,0,20,0
28215,1,48,1,4886,6,15,11,0
28249,1,45,1,4930,11,0,23,0
28419,2,16,1,0,14,1,2,0
28427,1,34,1,6000,4,0,5,0
28456,2,2,1,5239,8,0,18,0
28467,1,10,1,0,16,0,5,0
28608,1,49,1,8000,13,20,7,0
28678,1,5,1,0,100,0,14,0
28716,1,14,1,0,98,0,13,0
28748,1,1,1,7331,37,18,7,0
28820,1,16,1,0,4,0,14,0
28859,2,48,1,7000,80,0,6,0
29016,1,39,1,0,6,6,23,0
29344,1,5,1,6000,21,0,5,0
29348,2,10,1,4587,16,0,19,0
29361,1,1,1,5944,3,1,6,0
29375,1,6,1,0,43,0,4,0
29422,2,44,1,2562,83,0,8,0
29513,1,41,1,6000,22,0,5,0
29556,2,35,1,10000,21,0,9,0
29560,2,15,2,12531,62,0,15,1
29661,1,2,1,3000,19,0,2,0
29755,2,39,1,0,2,4,4,0
29760,1,9,1,1457,36,1,4,0
29841,1,19,1,8000,3,0,7,0
29950,2,46,1,2869,58,60,10,0
29987,1,5,1,0,11,1,2,0
30109,1,10,1,0,100,17,3,0
30129,1,46,1,4000,6,0,3,0
30212,1,35,1,0,17,13,5,0
30214,1,16,1,5926,26,0,6,0
30216,1,5,1,3791,7,0,5,0
30277,1,47,1,4000,19,0,3,0
30332,2,10,1,6801,29,0,11,0
30341,1,6,1,0,8,0,12,0
30439,1,49,1,3213,9,0,3,0
30534,2,37,1,0,11,0,3,0
30613,1,48,1,0,14,2,14,0
30842,1,20,1,8317,25,0,11,0
31101,1,4,1,2000,23,0,1,0
31207,1,46,1,6000,40,2,5,0
31257,1,5,1,5908,34,0,8,0
31273,2,5,1,3545,65,1,25,0
31523,1,25,1,0,58,14,58,1
31537,1,26,1,0,19,0,5,0
31923,2,36,1,4363,32,6,16,0
31948,2,45,1,0,4,0,4,0
32176,1,41,1,0,16,10,5,0
32263,2,35,1,10000,100,0,9,0
32468,1,44,1,4000,20,3,3,0
32606,2,10,1,0,18,5,20,0
32708,2,35,1,3012,10,0,4,0
32773,1,21,1,6000,23,0,5,0
33016,2,29,1,5000,33,2,4,0
33091,1,46,1,0,59,0,3,0
33243,2,46,1,7000,27,2,6,0
33372,1,6,1,0,20,0,2,0
33373,1,5,1,1523,46,2,10,0
33705,2,36,1,0,75,5,13,0
33928,2,23,1,2551,100,0,3,0
33960,1,33,1,4000,19,3,3,0
34072,1,14,1,2720,100,0,2,0
34201,1,9,1,4000,24,0,3,0
34463,2,11,1,7090,55,8,26,0
34530,1,20,1,4639,8,6,4,0
34667,2,10,1,3000,100,2,2,0
34731,1,48,1,0,65,0,8,0
34744,1,9,1,11000,12,0,10,0
34767,1,5,1,2828,8,0,4,0
35103,2,49,1,14000,24,0,13,0
35156,2,5,1,4406,7,7,13,0
35159,1,10,1,0,15,0,18,0
35198,1,14,1,3000,23,0,2,0
35248,2,21,1,0,59,0,26,0
35257,2,48,1,0,1,3,7,0
35374,1,10,1,3000,66,0,2,0
35549,2,46,1,9241,20,0,11,0
35623,1,36,1,0,29,0,3,0
35879,1,44,1,4569,21,8,6,0
35943,1,29,1,4505,10,0,9,0
35962,1,49,1,8017,20,0,12,0
35981,1,10,1,12818,31,0,13,1
36057,2,29,1,1946,57,3,4,0
36283,1,13,1,6485,29,0,6,0
36345,2,35,1,10671,18,0,11,0
36358,2,2,1,1219,35,0,5,0
36474,1,10,1,0,30,3,12,0
36490,1,10,1,0,100,0,2,0
36560,1,48,1,5710,13,0,9,0
36765,1,5,1,0,1,0,4,0
36784,2,35,1,3000,15,0,2,0
36995,1,28,1,8016,44,0,13,1
37068,1,46,1,9000,9,2,8,0
37083,1,48,1,998,17,0,3,0
37091,1,18,2,2000,18,24,1,0
37126,1,25,1,7773,47,0,13,0
37311,1,35,1,5222,30,0,8,0
37394,1,32,1,3314,22,0,15,0
37521,2,29,1,0,4,0,5,0
37572,2,5,1,9000,14,0,8,0
37674,1,48,1,0,34,17,2,0
37953,1,5,1,0,9,3,8,0
37983,1,32,1,3394,4,0,13,0
38014,1,5,1,8000,41,21,7,0
38028,1,10,1,4000,6,4,3,0
38271,2,46,1,4031,100,0,4,0
38312,1,36,1,0,19,0,9,0
38334,2,19,1,3000,56,4,2,0
38341,1,35,2,9000,31,13,8,1
38545,2,5,1,1987,5,0,10,0
38565,2,33,1,3327,48,0,3,0
38583,1,6,1,2205,6,0,20,0
38587,1,29,1,14000,37,0,13,1
38614,1,32,1,6000,14,6,5,0
38984,1,46,1,4000,8,2,3,0
39122,2,44,1,0,83,0,14,0
39230,1,15,1,7331,1,4,35,0
39237,1,32,1,0,14,0,7,0
39256,1,10,1,4000,9,8,3,0
39272,2,43,1,5000,30,0,4,0
39396,2,10,1,13000,23,3,12,0
39420,1,5,1,4724,22,0,5,0
39422,2,35,1,0,4,5,8,0
39469,1,25,1,3000,18,0,2,0
39643,1,4,1,17036,17,0,18,1
39871,1,13,1,5681,19,1,12,0
39899,2,46,1,6000,44,1,5,0
40010,1,44,1,0,17,0,4,0
40024,1,15,1,5000,8,0,4,0
40319,1,10,1,910,39,2,2,0
40703,2,29,1,2950,100,0,3,0
40722,1,19,1,6000,32,0,5,0
40730,2,6,2,0,29,2,2,0
40843,2,20,1,97,6,0,11,0
40854,1,5,1,3174,40,0,10,0
40955,2,10,1,8238,46,5,8,0
40992,1,16,1,1324,10,2,3,0
41022,1,49,1,12056,16,0,14,1
41206,1,11,1,8000,11,8,7,0
41311,1,43,1,3509,22,0,75,0
41545,1,15,1,1994,7,0,7,0
41757,2,48,1,5000,13,15,4,0
42004,1,5,1,7687,21,1,40,0
42493,1,32,1,0,11,0,3,0
42505,1,7,1,1841,100,0,10,0
42596,2,24,1,1126,30,0,4,0
42599,2,22,1,0,32,1,5,0
42685,1,14,1,5000,4,0,4,0
42711,1,20,1,0,10,27,27,0
42759,2,23,1,0,11,0,2,0
42845,1,5,1,0,19,0,11,0
43112,2,44,2,13000,14,3,12,1
43504,1,13,1,0,12,2,5,0
43701,2,15,1,8000,64,0,7,0
43738,1,11,1,7660,53,0,7,0
43766,1,46,1,3789,29,11,3,0
43776,1,21,1,0,7,7,6,0
44380,2,38,1,0,13,1,3,0
44516,1,5,1,15515,17,0,29,0
44627,1,5,1,6000,33,0,5,0
44669,1,25,1,8493,22,60,8,0
44878,2,23,1,11288,6,0,14,0
45230,1,16,1,3000,100,1,2,0
45262,2,17,1,2254,39,5,11,0
45273,1,38,1,258,19,12,10,0
45467,1,36,1,4000,48,0,3,0
45543,1,21,1,308,12,0,8,0
45587,2,20,1,0,24,26,14,0
45627,1,5,1,8000,20,19,7,0
45690,1,23,1,1897,10,0,4,0
45877,1,36,1,27000,6,0,26,1
45887,1,33,1,2557,5,0,2,0
45961,1,39,1,0,4,0,7,0
45991,2,35,1,0,39,14,5,0
46087,2,44,1,5000,28,43,4,0
46416,2,23,1,745,29,0,2,0
46626,1,10,1,7000,9,0,6,0
46784,1,48,1,4000,51,6,3,0
46837,2,39,1,807,28,2,10,0
46856,2,40,1,0,18,4,5,0
46886,1,41,1,0,47,1,8,0
46962,2,5,1,4635,8,0,6,0
47050,1,41,1,20000,71,0,19,1
47078,1,35,1,5000,15,0,4,0
47125,2,39,1,4000,29,0,3,0
47184,2,21,1,3000,2,1,2,0
47196,2,24,1,2214,11,0,4,0
47197,1,44,1,6000,10,0,5,0
47209,1,10,1,0,77,0,12,0
47229,1,5,1,12000,71,12,11,0
47264,1,5,1,2883,18,0,15,0
47301,2,44,1,6454,100,1,9,0
47369,1,11,1,5123,4,1,6,0
47380,2,44,1,3000,22,19,2,0
47512,1,49,1,6000,9,0,5,0
47527,1,11,1,6000,36,0,5,0
47571,1,43,1,7000,50,33,6,0
47663,2,35,1,5577,54,0,54,0
47668,2,5,1,0,22,0,5,0
47771,2,5,1,0,23,1,21,0
48249,2,7,1,2323,25,0,3,0
48279,2,46,1,5483,15,0,25,0
48463,1,35,1,2000,7,0,1,0
48507,2,5,1,5000,100,1,4,0
48575,2,39,1,6166,10,0,7,0
48656,1,35,1,4975,3,0,4,0
48749,2,27,2,7000,11,0,6,0
48790,2,5,1,12000,31,0,11,0
48835,2,35,1,7000,85,4,6,0
48924,1,25,1,3000,40,0,2,0
49001,2,15,1,4000,10,5,3,0
49083,1,19,2,6000,100,0,5,0
49191,1,4,1,12000,30,1,11,0
49227,2,28,1,10553,65,0,21,1
49251,1,39,1,7000,10,11,6,0
49343,2,10,1,11275,33,7,13,0
49553,2,7,1,0,19,9,25,0
49743,1,44,1,6790,17,7,6,0
49744,2,44,1,5000,16,14,4,0
49780,1,6,1,4000,28,0,3,0
49795,1,39,1,0,95,0,8,0
49931,1,29,1,0,9,0,22,0
50006,2,23,1,4949,20,0,8,0
50014,1,35,1,2285,27,0,5,0
50249,2,5,1,7000,15,4,6,0
50311,1,46,1,4000,8,3,3,0
50344,1,36,1,0,12,3,4,0
50398,1,38,1,1566,10,0,13,0
50647,2,39,1,5000,74,1,4,0
50668,2,3,1,13393,6,0,14,0
50760,2,5,1,1964,37,6,8,0
50786,1,5,1,0,22,1,31,0
51047,1,44,1,8000,2,0,7,0
51144,1,41,1,9814,10,0,11,0
51190,2,46,2,0,3,0,3,0
51205,1,43,1,20183,13,57,38,1
51269,1,4,1,1600,4,16,4,0
51287,1,36,1,8000,6,0,7,0
51305,1,10,1,1241,24,0,9,0
51329,1,5,1,6318,15,0,6,0
51378,1,36,1,8000,9,0,7,0
51521,2,7,1,0,32,1,22,0
51668,2,5,1,1838,19,10,75,1
51777,1,3,1,5000,16,7,4,0
51879,1,13,1,2000,17,0,1,0
52051,2,36,1,0,11,6,3,0
52078,1,18,1,4000,79,5,3,0
52094,2,11,1,9000,14,47,8,1
52149,2,39,1,0,48,1,4,0
52225,2,29,1,4892,16,1,4,0
52403,2,35,1,6000,8,3,5,0
52422,1,13,1,7821,31,0,8,0
52445,1,46,1,2503,25,15,39,0
52486,1,29,1,194,11,0,4,0
52499,1,44,1,712,11,0,4,0
52653,1,23,1,5000,100,0,4,0
52672,1,19,1,499,45,0,6,0
52755,2,44,1,2983,13,4,5,0
52866,2,5,1,2691,51,3,4,0
52909,1,29,1,13000,1,0,12,0
52954,1,13,1,0,47,5,4,0
53057,1,35,1,3000,27,0,2,0
53255,2,35,1,2737,42,0,51,0
53376,1,44,1,0,26,6,8,0
53383,1,36,1,935,11,14,11,0
53416,1,38,1,2923,5,8,6,0
53459,1,11,1,10000,66,0,9,0
53587,1,39,1,6065,42,8,10,0
53704,2,39,1,0,20,0,5,0
53751,1,5,1,4000,26,0,3,0
53795,2,44,1,6000,1,21,5,0
53917,1,24,1,1919,3,5,3,0
53927,1,44,1,0,18,4,2,0
54005,1,44,1,8000,39,0,7,0
54014,2,35,1,5000,100,8,4,0
54112,2,34,1,0,22,0,4,0
54158,1,44,1,4821,70,2,4,0
54315,2,15,1,3000,10,3,2,0
54359,2,15,1,4000,25,0,3,0
54366,2,15,1,6008,30,0,16,0
54403,1,11,1,6000,10,59,5,0
54455,1,23,1,11101,15,0,13,0
54482,2,4,1,4637,27,0,12,0
54575,2,39,1,0,27,0,16,0
54625,1,15,1,0,9,0,2,0
54645,1,46,1,4558,41,0,5,0
54993,1,24,1,5000,4,10,4,0
55154,1,35,1,8000,13,0,7,0
55324,1,44,1,11000,14,0,10,0
55459,1,5,1,3000,40,0,2,0
55544,1,15,1,4000,90,10,3,0
55560,1,6,1,3000,22,0,2,0
56017,2,36,1,2637,19,11,2,0
56034,1,37,1,4833,29,0,30,0
56124,1,10,1,6000,78,3,5,0
56175,1,5,1,0,11,0,3,0
56534,1,15,1,0,16,5,22,0
56998,2,5,1,7511,26,0,12,1
57242,2,41,1,4000,6,10,3,0
57281,1,37,1,11802,24,0,23,0
57341,2,39,1,3717,66,10,25,0
57425,1,44,1,763,14,0,4,0
57464,1,5,1,3155,83,1,8,0
57494,1,5,1,819,10,0,10,0
57591,2,44,1,0,5,0,10,0
57631,1,46,1,4000,5,0,3,0
57640,2,16,1,902,16,4,12,0
57704,2,36,1,5000,82,0,4,0
57825,2,41,1,5000,68,0,4,0
57963,1,44,1,9000,29,22,8,0
57990,2,21,1,5788,17,0,29,0
58309,1,23,1,5000,9,3,4,0
58632,1,5,1,502,12,0,3,0
58895,1,11,1,3000,15,0,2,0
58905,1,10,1,0,9,0,2,0
59005,1,34,1,6432,27,0,6,0
59071,1,10,1,0,4,4,2,0
59105,1,24,1,7000,10,0,6,0
59193,2,44,1,5000,10,0,4,0
59270,1,2,1,14198,27,0,15,0
59301,1,5,1,6000,100,0,5,0
59381,1,17,1,0,26,0,4,0
59427,2,44,1,0,20,4,5,0
59648,2,5,1,0,3,0,15,0
59649,2,7,1,3000,12,0,2,0
59656,1,29,1,9000,16,0,8,0
59725,1,44,1,8564,10,41,9,1
59843,2,43,1,1191,23,2,2,0
59988,1,16,1,17755,10,3,33,0
60060,2,4,1,1792,9,0,5,0
60111,2,37,1,649,21,3,33,0
60371,2,35,1,0,22,0,7,0
60428,1,25,1,5000,19,0,4,0
60570,1,46,1,4000,14,0,3,0
60611,2,35,1,3000,19,3,2,0
60905,2,39,1,426,67,2,2,0
61039,2,35,1,3000,65,17,2,0
61050,2,43,1,12975,55,0,63,1
61185,2,19,1,3000,42,0,2,0
61265,1,5,1,0,4,0,20,0
61325,2,46,1,7266,5,0,15,0
61496,2,44,1,13250,5,0,18,1
61677,1,24,1,2266,30,0,3,0
61835,1,11,1,0,30,0,5,0
61845,2,7,1,5000,6,9,4,0
61899,1,36,1,753,44,3,11,0
62004,2,10,1,19000,15,8,18,1
62031,1,15,1,4000,55,14,3,0
62088,2,5,1,5000,17,0,4,0
62268,2,23,1,0,17,0,8,0
62285,1,21,1,5859,15,1,5,0
62305,1,5,1,4000,15,0,3,0
62336,2,10,1,15000,51,11,14,1
62347,2,20,1,6036,22,0,13,0
62369,1,44,1,4000,4,10,3,0
62417,1,39,1,5000,19,0,4,0
62451,2,35,1,2842,53,1,4,0
62461,1,32,1,5959,19,6,16,0
62462,1,15,1,4000,10,14,3,0
62483,1,5,1,0,6,60,3,0
62686,1,19,1,2274,8,22,15,0
62920,2,31,1,0,8,0,4,0
63132,1,36,1,4000,18,0,3,0
63274,2,45,1,3558,21,4,3,0
63319,2,44,1,13880,7,13,13,0
63348,1,35,1,3696,59,0,5,0
63453,2,11,1,2706,8,0,5,0
63523,2,49,1,5000,29,0,4,0
63527,2,39,1,7000,17,0,6,0
63548,2,10,1,17594,35,1,23,1
63558,1,11,1,0,10,8,14,0
63697,2,18,1,3000,52,0,2,0
63776,2,5,1,5000,12,2,4,0
63831,2,28,1,13093,0,1,35,0
63903,2,7,1,0,50,0,31,0
63914,2,49,1,5000,2,44,4,0
63928,1,35,1,3864,2,0,17,0
64154,1,11,1,7681,4,0,9,0
64282,2,5,1,2211,7,0,7,0
64297,1,7,1,0,15,0,9,0
64452,1,5,1,16497,5,0,20,1
64484,2,3,1,0,8,14,8,0
64820,1,20,1,7324,25,6,9,0
64827,1,4,1,0,5,0,13,0
64965,1,32,1,6549,39,0,30,1
65226,1,11,1,607,11,5,4,0
65239,1,45,1,14000,1,20,13,0
65280,1,2,1,8000,19,0,7,0
65291,2,35,1,0,7,0,5,0
65327,1,39,1,3424,100,13,14,0
65375,1,36,1,0,5,0,8,0
65424,1,46,1,4000,83,4,3,0
65474,1,5,1,7000,71,0,6,1
65503,1,6,1,0,7,10,15,0
65656,1,5,1,0,7,14,4,0
65763,2,10,1,4646,9,0,8,0
65881,2,23,1,0,29,0,12,0
65994,1,44,1,2320,19,0,8,0
66280,2,23,1,0,9,0,15,0
66405,1,5,1,3826,29,0,19,0
66893,2,42,1,0,23,0,40,0
66968,2,33,1,5000,9,25,4,0
66982,2,5,2,1343,63,1,11,0
67206,2,2,1,6453,10,0,9,0
67386,1,44,1,5000,60,0,4,0
67501,1,36,1,1423,8,0,8,0
67566,2,39,1,12000,11,0,11,1
67593,1,18,1,2446,62,8,2,0
67758,2,32,1,7000,31,0,6,0
67792,1,5,1,2549,33,0,12,0
67820,1,36,1,1745,35,0,5,0
67857,2,36,1,4000,9,2,3,0
67940,1,10,1,4000,33,0,3,0
68001,1,19,1,254,19,0,3,0
68149,1,13,1,411,7,3,19,0
68221,1,24,1,8000,19,2,7,0
68228,1,44,1,0,21,0,3,0
68240,1,16,1,0,10,0,1,0
68245,1,44,1,0,13,0,6,0
68427,2,8,1,0,5,4,16,0
68872,2,32,1,0,27,34,6,0
68883,1,44,1,6492,22,0,11,0
68929,2,35,1,7000,5,0,6,0
68956,1,6,1,0,11,7,5,0
69003,2,24,1,4093,18,14,10,0
69067,2,10,1,0,7,0,4,0
69158,1,33,1,0,8,8,13,0
69187,2,25,1,2602,10,0,4,0
69211,1,5,1,14000,11,9,13,1
69389,1,44,1,6000,1,0,5,0
69534,1,31,1,10946,100,21,26,0
69543,1,5,1,788,30,0,3,0
69631,1,5,1,10000,9,0,9,0
