"custID","gender","state","cardholder","balance","numTrans","numIntlTrans","creditLine","fraudRisk"
2008722,1,24,1,0,9,3,13,0
2008956,1,20,1,8762,5,0,11,0
2009372,2,31,2,0,31,23,12,0
2009457,2,13,1,4000,8,0,3,0
2009501,2,44,1,3188,25,2,3,0
2009609,1,25,1,7187,40,1,13,0
2009659,2,25,2,1044,7,6,2,0
2010022,2,5,1,0,39,5,4,0
2010034,2,36,1,6585,13,16,38,1
2010038,1,35,1,0,4,10,7,0
2010307,1,5,1,6000,30,2,5,0
2010351,1,16,1,0,52,0,12,0
2010422,1,5,1,11000,27,13,10,0
2010441,1,46,1,4000,11,0,3,0
2010487,1,23,1,5767,7,0,5,0
2010812,1,10,1,7616,45,12,10,0
2010851,2,24,1,12926,5,0,67,1
2010904,2,16,1,324,15,17,7,0
2011002,1,49,1,7033,13,0,54,0
2011130,2,32,1,2845,6,5,5,0
2011249,1,43,1,4000,3,2,3,0
2011287,1,44,1,13288,11,1,13,0
2011345,1,10,1,6000,19,5,5,0
2011430,2,19,1,10000,69,4,9,0
2011568,2,36,1,0,20,0,24,0
2011639,1,35,1,2162,24,0,12,0
2011642,1,36,1,9000,9,0,8,0
2011647,2,43,1,10000,21,0,9,0
2011681,1,41,1,0,21,0,3,0
2012186,2,44,1,9000,7,1,8,0
2012393,1,48,2,16485,14,0,19,1
2012405,1,43,1,0,22,0,16,0
2012434,1,15,1,9000,85,1,8,0
2012992,2,5,1,131,48,0,19,0
2013030,2,35,1,854,16,46,6,0
2013129,2,36,2,13537,13,0,21,0
2013499,2,35,1,5000,22,0,4,0
2013515,2,46,1,320,12,0,17,0
2013530,2,29,1,0,24,0,6,0
2013722,1,36,1,4626,23,5,11,0
2013736,2,36,1,992,22,0,12,0
2013774,1,35,1,3000,16,5,2,0
2013970,2,1,1,5000,35,0,4,0
2014059,1,48,1,4000,9,0,3,0
2014114,1,34,1,0,100,0,20,0
2014140,1,5,1,0,12,2,40,0
2014257,1,35,1,3605,25,1,12,0
2014293,2,2,1,7098,11,0,25,0
2014393,1,16,1,6000,4,0,5,0
2014450,2,5,1,3841,34,0,7,0
2014486,1,4,1,0,5,11,4,0
2014512,2,35,1,6000,5,1,5,0
2014578,1,10,1,4000,18,0,3,0
2014669,1,37,1,10891,14,2,15,0
2014740,1,21,1,0,23,2,35,0
2014791,1,5,1,5539,7,0,6,0
2014802,2,33,1,0,53,5,20,0
2014941,1,5,1,3963,51,0,7,0
2015078,1,5,1,0,56,16,5,0
2015172,1,39,1,1905,78,1,24,0
2015239,1,22,1,3000,3,0,2,0
2015252,1,49,1,4537,8,0,6,0
2015312,1,6,1,11000,7,2,10,0
2015535,1,15,1,6000,15,2,5,0
2015623,1,19,1,4000,66,7,3,0
2015672,2,44,1,3097,52,0,3,0
2015934,2,43,1,3190,100,0,4,0
2016481,1,5,1,1704,20,4,3,0
2016493,2,15,1,0,32,0,9,0
2016690,1,42,1,3537,49,0,7,0
2016865,1,11,1,0,13,5,5,0
2016885,1,29,1,4000,28,0,3,0
2016898,2,15,1,6000,24,0,5,0
2016981,2,29,1,1194,7,0,7,0
2017071,1,10,1,4000,100,0,3,0
2017073,2,5,1,5594,12,5,9,0
2017092,1,39,1,0,9,12,8,0
2017176,1,10,2,2406,17,0,5,0
2017326,2,29,1,0,36,3,2,0
2017533,2,46,1,16518,3,0,51,1
2017623,1,35,1,3692,9,2,22,0
2017742,2,5,1,2436,33,0,9,0
2017851,2,5,1,5554,17,6,7,0
2017925,2,25,1,0,27,0,8,0
2017939,1,2,1,3000,36,12,2,0
2018039,1,49,1,836,3,19,4,0
2018161,1,44,1,0,20,7,13,0
2018198,1,19,1,9619,88,0,16,0
2018227,1,21,1,15000,14,12,14,0
2018301,1,13,1,123,45,0,25,0
2018341,2,15,1,12000,21,10,11,0
2018362,2,3,1,4000,37,4,3,0
2018470,1,15,1,5037,7,11,6,0
2018500,2,38,1,5347,23,0,8,0
2018660,2,13,1,5000,41,0,4,0
2018818,1,15,1,602,64,3,2,0
2018831,1,32,1,3402,0,1,4,0
2018834,1,21,1,4000,14,0,3,0
2018852,2,29,1,7719,13,0,35,0
2019114,2,5,1,0,21,0,12,0
2019154,2,20,1,8000,39,0,7,0
2019183,1,11,1,3140,13,0,3,0
2019188,1,45,1,6197,19,8,19,0
2019196,1,44,1,8000,14,2,7,0
2019455,1,2,1,3000,10,3,2,0
2019582,1,15,1,7000,58,0,6,0
2019588,1,10,1,16000,43,0,15,1
2019673,2,11,1,5000,77,0,4,0
2019802,2,11,1,2378,27,3,15,0
2020005,2,35,1,3000,25,0,2,0
2020140,2,35,1,8439,11,10,56,1
2020343,1,35,1,6767,29,54,13,0
2020430,2,18,1,4000,33,14,3,0
2020480,2,35,1,0,32,10,4,0
2020593,2,46,1,3257,23,0,8,0
2020633,2,5,1,5987,4,0,8,0
2020772,1,36,1,5735,39,0,8,0
2020946,2,44,1,2478,71,0,24,0
2020964,1,21,1,0,25,0,11,0
2021091,1,35,1,3357,100,0,5,0
2021100,1,5,1,9270,11,8,9,0
2021161,1,44,1,3000,29,0,2,0
2021258,2,25,1,10000,16,0,9,0
2021270,2,32,1,9557,72,0,13,1
2021310,1,20,1,976,6,0,24,0
2021350,2,29,1,5000,46,0,4,0
2021411,2,5,1,7522,29,0,7,0
2021591,2,5,1,5160,7,0,10,0
2021611,1,39,1,6121,55,0,10,0
2021672,1,44,2,0,12,0,11,0
2021685,1,44,1,3000,7,5,2,0
2021739,2,37,1,5839,4,0,15,0
2021855,2,29,1,3000,37,0,2,0
2021888,2,29,1,6161,100,5,8,0
2021896,1,10,1,4290,29,4,6,0
2021943,2,5,1,17000,100,0,16,1
2022064,1,26,1,6000,31,0,5,0
2022220,2,44,1,4194,6,9,4,0
2022329,1,39,1,10000,5,0,9,0
2022410,2,48,1,0,37,0,2,0
2022452,2,22,1,9083,32,0,69,1
2022540,1,5,1,5000,71,1,4,0
2022567,1,29,1,5000,14,0,4,0
2022569,2,35,1,0,48,0,10,0
2022610,1,2,1,1390,9,0,10,0
2023011,1,5,1,4000,7,1,3,0
2023190,2,30,1,0,90,0,2,0
2023656,2,44,1,0,38,4,20,0
2023719,1,29,1,81,33,6,12,0
2023897,1,4,1,2627,21,0,5,0
2024082,1,50,1,0,11,0,4,0
2024129,2,49,1,9836,60,0,9,0
2024159,1,10,1,0,10,3,5,0
2024205,1,15,1,4000,4,0,3,0
2024344,1,33,1,1255,15,0,10,0
2024351,1,1,1,0,12,0,4,0
2024377,1,15,1,3818,13,0,20,0
2024727,1,5,1,0,58,0,5,0
2024780,2,20,1,7000,23,0,6,0
2024967,1,5,1,4293,7,0,9,0
2025003,2,5,1,11232,13,0,12,0
2025007,2,41,1,0,7,0,2,0
2025107,2,15,1,3000,23,0,2,0
2025138,1,35,1,0,14,1,7,0
2025157,1,38,1,5236,5,0,7,0
2025159,1,39,1,0,27,0,29,0
2025168,1,36,1,3000,12,0,2,0
2025231,1,39,1,2000,31,0,1,0
2025236,2,5,1,0,6,1,1,0
2025391,1,43,1,0,38,46,4,0
2025419,2,5,1,4000,23,0,3,0
2025420,2,25,1,0,34,0,2,0
2025515,1,35,1,1665,31,5,3,0
2025637,1,37,1,4000,31,23,3,0
2025660,2,44,1,10000,38,0,9,0
2025713,1,4,1,5000,17,0,4,0
2026124,2,3,1,5501,34,0,12,0
2026179,2,46,1,2000,6,0,1,0
2026246,1,36,1,6778,100,0,6,1
2026308,2,44,1,8000,9,3,7,0
2026356,1,15,1,9000,79,3,8,0
2026462,2,1,1,9288,20,10,21,1
2026657,1,29,1,9936,13,0,10,0
2026831,2,24,1,14726,6,0,19,0
2026839,2,43,1,0,4,16,5,0
2026875,1,9,1,0,30,1,4,0
2027002,1,25,1,0,17,0,14,0
2027161,1,16,1,11796,24,30,17,0
2027217,2,49,1,31618,21,0,32,1
2027243,1,32,1,5054,23,14,19,0
2027309,2,43,1,0,51,2,6,0
2027444,2,35,1,696,37,1,1,0
2027474,1,23,1,12661,9,5,56,1
2027852,1,11,1,5100,14,0,5,0
2027876,1,3,1,3222,100,0,4,0
2027900,1,28,1,7879,2,0,7,0
2028003,1,5,1,9000,74,4,8,1
2028108,2,2,1,0,12,0,5,0
2028191,1,35,1,4747,58,1,6,0
2028242,1,6,1,2602,23,3,7,0
2028250,1,44,1,0,2,2,2,0
2028261,1,10,1,0,9,0,5,0
2028548,1,5,1,4000,42,1,3,0
2028626,2,32,1,1247,100,0,27,0
2028810,1,21,1,0,3,19,4,0
2028883,1,35,1,7704,8,0,60,1
2028934,1,32,1,5086,57,0,5,0
2029153,1,2,1,1533,64,0,5,0
2029296,2,20,1,6877,100,3,15,0
2029325,2,46,1,0,6,0,3,0
2029490,1,28,1,3000,21,40,2,0
2029686,2,14,1,0,100,0,5,0
2029853,2,12,1,0,76,0,19,0
2029916,1,19,1,0,5,0,4,0
2029928,2,21,1,4740,22,0,4,0
2029980,1,11,1,0,54,0,16,0
2029989,1,39,1,3000,37,0,2,0
2030055,1,6,1,5982,27,0,5,0
2030077,1,24,1,9751,9,0,12,0
2030198,1,5,1,3949,48,5,10,0
2030231,2,5,1,0,28,0,5,0
2030410,2,16,1,237,100,0,5,0
2030519,2,36,1,0,46,0,3,0
2030558,2,16,1,4000,5,6,3,0
2030839,2,10,1,0,15,1,5,0
2030876,1,7,1,5000,18,21,4,0
2030888,1,5,1,10763,11,8,73,1
2030985,1,20,1,0,50,5,8,0
2031014,2,21,1,1612,65,0,75,1
2031118,1,38,1,6327,18,0,6,0
2031249,1,7,1,0,95,0,5,0
2031392,2,3,1,4000,5,0,3,0
2031449,1,44,1,3000,15,0,2,0
2031458,2,10,1,5000,13,0,4,0
2031465,1,26,1,0,53,0,2,0
2031506,2,29,1,0,15,1,11,0
2031522,1,10,1,10000,34,60,9,0
2031650,1,20,1,3000,11,3,2,0
2031700,1,3,1,0,20,0,5,0
2031796,1,35,1,3000,100,6,2,0
2031917,2,15,1,5000,9,0,4,0
2031979,1,19,1,2887,62,0,6,0
2032043,2,5,1,3293,100,0,3,0
2032075,1,11,1,0,16,60,14,0
2032088,1,43,1,4011,17,1,28,0
2032092,1,5,2,0,15,0,32,0
2032222,1,4,1,4000,10,0,3,0
2032251,1,3,1,0,100,43,11,0
2032290,1,46,1,11000,7,7,10,0
2032359,1,25,1,4000,17,0,3,0
2032393,1,29,1,0,7,0,12,0
2032479,1,44,1,0,60,0,14,0
2032703,2,44,1,4665,17,8,9,0
2032811,1,6,1,3092,10,0,11,0
2032883,1,11,1,5000,60,0,4,1
2033086,1,25,1,0,9,7,7,0
2033132,1,36,1,4000,99,0,3,0
2033149,2,49,1,3067,25,5,8,0
2033300,1,10,1,0,18,0,15,0
2033357,2,11,1,15712,64,0,22,1
2033449,1,45,1,5145,66,0,6,0
2033496,2,18,1,23000,18,0,22,1
2033553,2,10,1,4000,21,0,3,0
2033627,1,5,1,3000,7,0,2,0
2033796,2,15,1,4000,20,8,3,0
2033807,2,38,1,12000,65,2,11,1
2033811,1,35,1,757,75,6,18,0
2033827,2,35,1,4000,100,0,3,0
2033845,1,50,1,0,26,3,6,0
2033848,1,44,1,4861,10,0,4,0
2033851,2,5,1,0,12,0,4,0
2034063,1,3,1,4000,99,0,3,0
2034076,1,44,1,6000,43,0,5,0
2034319,2,20,1,5000,20,0,4,0
2034699,2,15,1,6968,20,60,8,0
2034709,1,44,1,2141,2,0,3,0
2034821,1,45,1,4701,9,3,10,0
2035074,2,16,1,10000,42,2,9,1
2035104,1,29,1,5000,15,0,4,0
2035173,2,25,1,0,60,0,19,0
2035250,1,32,1,5000,41,50,4,0
2035325,1,2,1,8000,26,12,7,0
2035394,1,19,1,9792,8,0,17,0
2035424,2,34,1,8345,4,8,36,0
2035425,1,5,1,5575,88,2,23,1
2035559,1,5,1,0,10,7,9,0
2035752,2,43,1,9000,9,0,8,0
2035770,1,43,1,4742,65,0,10,0
2036067,1,44,1,2079,3,0,8,0
2036133,1,17,1,0,45,0,3,0
2036157,1,8,1,2332,2,0,5,0
2036328,1,11,1,10620,26,20,14,1
2036332,2,5,1,5385,51,0,5,0
2036547,1,5,1,7339,6,0,9,0
2036697,2,4,1,3000,60,0,2,0
2036705,2,29,1,0,24,0,9,0
2036828,1,18,1,8243,8,0,25,0
2036843,2,17,1,0,39,0,30,0
2036849,2,32,1,5000,1,0,4,0
2036946,1,49,1,5000,4,11,4,0
2037312,1,36,1,0,8,1,6,0
2037374,1,44,1,2604,24,0,8,0
2037386,1,25,1,9796,3,0,11,0
2037469,2,44,1,0,6,0,31,0
2037480,1,36,1,7000,10,0,6,0
2037483,2,3,1,2344,7,5,4,0
2037518,1,46,1,13956,91,0,29,1
2037871,1,35,1,4000,40,0,3,0
2038071,2,48,1,4000,12,9,3,0
2038117,1,44,1,7008,9,0,15,0
2038155,1,43,1,297,13,0,11,0
2038320,2,36,1,2206,17,1,8,0
2038396,2,29,1,4000,98,0,3,0
2038435,1,6,1,5000,8,5,4,0
2038447,2,10,1,7000,3,0,6,0
2038449,2,10,1,9236,37,6,31,1
2038477,1,39,1,0,25,0,5,0
2038520,2,14,1,5000,6,5,4,0
2038900,1,15,1,4000,37,0,3,0
2038922,1,44,1,6444,37,0,9,0
2038968,1,21,1,0,28,0,13,0
2039045,2,38,1,3311,20,0,20,0
2039051,1,16,1,5000,16,0,4,0
2039055,2,44,1,3000,4,0,2,0
2039391,1,19,1,4000,9,8,3,0
2039459,2,10,1,0,33,4,3,0
2039515,2,36,1,4000,6,1,3,0
2039530,2,10,1,7622,63,45,36,1
2039601,1,5,1,7967,52,5,23,0
2039815,2,29,1,0,27,0,3,0
2040062,2,49,1,2719,27,0,22,0
2040116,2,5,1,0,51,0,5,0
2040149,2,15,1,5354,100,2,40,1
2040241,2,7,1,1395,31,0,13,0
2040463,2,10,1,0,54,12,9,0
2040539,2,13,1,5018,21,0,26,0
2040609,1,15,1,4446,75,0,6,0
2040795,1,44,1,6000,36,0,5,0
2041023,1,16,1,16266,18,6,23,0
2041037,1,49,1,0,32,0,5,0
2041288,1,23,1,0,10,3,1,0
2041381,1,17,1,0,15,0,7,0
2041443,1,46,1,15089,7,1,15,0
2041514,1,20,1,8000,26,0,7,0
2041586,1,16,1,0,14,6,14,0
2041738,1,48,1,5000,22,17,4,0
2041786,1,39,1,1226,25,0,4,0
2041799,1,10,1,0,6,0,11,0
2041888,1,25,2,3541,18,1,8,0
2042229,1,35,1,0,9,0,15,0
2042300,2,29,1,0,86,0,2,0
2042311,1,23,1,5655,3,3,10,0
2042400,1,39,1,0,28,2,27,0
2042404,1,5,1,3372,58,2,3,0
2042519,1,35,1,19703,5,0,31,1
2042588,2,43,1,3000,6,0,2,0
2042723,1,6,1,6000,7,0,5,0
2042912,1,43,1,2391,9,47,4,0
2043162,1,29,1,4000,21,19,3,0
2043215,1,39,1,4000,27,4,3,0
2043299,1,45,1,7000,18,0,6,0
2043411,2,21,1,1586,100,0,6,0
2043478,1,14,1,3000,40,0,2,0
2043480,2,6,1,8000,53,0,7,1
2043564,1,34,1,9000,16,0,8,0
2043578,1,20,1,1582,53,0,10,0
2043656,1,11,1,0,13,0,16,0
2043741,1,20,1,9912,11,0,21,0
2043774,2,4,1,0,7,0,12,0
2043970,2,41,1,12440,12,0,41,1
2044156,2,48,1,0,29,1,9,0
2044285,1,29,1,0,2,0,5,0
2044331,2,19,1,9000,3,0,8,0
2044339,1,38,1,4000,9,0,3,0
2044346,1,35,1,0,21,4,12,0
2044446,1,13,1,7855,69,0,15,0
2044590,2,20,1,9574,21,0,26,0
2044615,2,44,1,0,28,0,7,0
2044630,2,45,1,3635,100,4,22,1
2044719,1,35,1,689,9,39,14,0
2044882,1,2,1,1892,25,3,13,0
2045099,2,5,1,5418,7,11,5,0
2045239,2,45,1,0,7,0,2,0
2045607,1,5,1,6000,15,0,5,0
2045867,1,10,1,3024,83,0,3,0
2045982,1,37,1,6000,18,0,5,0
2046009,1,10,1,14000,14,0,13,0
2046026,1,32,1,17000,24,0,16,1
2046197,2,44,1,0,8,0,28,0
2046202,1,49,1,0,100,1,2,0
2046399,1,39,1,2221,5,0,24,0
2046426,2,36,1,5796,7,0,6,0
2046490,1,36,1,1587,40,9,18,0
2046812,1,25,1,7000,50,16,6,0
2046836,1,46,1,1347,10,0,6,0
2046974,2,19,1,4579,16,0,16,0
2047093,1,10,1,4389,21,2,7,0
2047143,1,4,1,0,100,0,6,0
2047156,1,43,1,6000,5,0,5,0
2047195,1,33,1,0,52,2,8,0
2047360,2,37,1,0,44,0,9,0
2047397,2,15,1,15135,46,0,26,1
2047444,2,25,1,6000,13,38,5,0
2047636,2,6,1,6102,12,0,25,0
2047731,2,39,1,0,100,6,5,0
2047914,1,39,1,0,3,0,4,0
2048109,1,18,1,1741,35,1,4,0
2048137,2,36,1,8768,47,46,28,0
2048153,2,25,1,0,48,0,7,0
2048178,2,19,1,0,4,8,2,0
2048241,1,5,1,2931,21,0,2,0
2048270,2,46,1,9000,48,1,8,0
2048290,1,44,1,0,1,4,5,0
2048439,1,14,1,6000,16,4,5,0
2048479,2,2,1,0,26,6,7,0
2048562,1,2,1,0,100,13,4,0
2048579,1,25,2,11460,8,0,25,0
2048646,2,39,1,0,16,2,3,0
2048933,1,44,1,1668,53,0,9,0
2049001,1,49,1,6000,20,6,5,0
2049003,1,41,1,5000,22,3,4,0
2049130,1,49,1,3348,38,14,3,0
2049139,1,5,1,0,19,0,12,0
2049177,2,5,1,10,22,6,1,0
2049303,1,5,1,8000,88,38,7,0
2049628,2,44,1,0,20,0,2,0
2049698,2,24,1,3514,13,33,8,0
2049751,2,44,1,5357,6,21,7,0
2049796,1,35,1,0,20,4,5,0
2049891,1,10,1,0,14,0,2,0
2049934,2,46,2,4000,86,0,3,0
2050232,2,49,1,11197,9,0,17,0
2050344,1,10,1,2336,18,3,21,0
2050352,2,11,1,0,28,52,18,0
2050399,1,5,1,3000,4,0,2,0
2050459,2,32,1,4000,17,0,3,0
2050471,2,5,1,7317,49,0,7,0
2050685,2,26,1,0,26,0,5,0
2050712,1,44,1,0,13,2,3,0
2050749,2,4,1,0,24,0,19,0
2050910,1,44,1,980,38,4,2,0
2051014,1,28,1,20861,36,1,25,1
2051071,1,11,1,5000,24,0,4,0
2051138,1,39,1,4000,11,5,3,0
2051424,1,35,1,4000,100,0,3,0
2051477,2,36,1,2055,100,0,8,0
2051511,1,35,1,10000,14,3,9,0
2051584,1,36,1,7367,35,0,14,0
2051598,1,29,1,13400,4,7,33,0
2051687,1,12,1,1708,3,1,2,0
2052249,1,44,1,4000,96,0,3,0
2052312,1,43,1,4000,46,19,3,0
2052507,1,44,1,10000,10,0,9,0
2052561,2,23,1,4000,28,0,3,0
2052757,2,2,1,5000,5,1,4,0
2052921,2,48,1,4000,21,0,3,0
2053041,1,46,1,0,7,0,9,0
2053090,1,33,1,11000,13,5,10,0
2053116,2,5,1,4000,29,0,3,0
2053141,1,44,1,7960,53,4,42,1
2053256,2,29,1,4728,14,0,9,0
2053300,1,10,1,0,3,0,6,0
2053367,1,5,1,0,81,7,3,0
2053368,2,36,1,6290,6,1,6,0
2053443,2,35,1,5300,20,0,6,0
2053492,1,37,1,6649,29,1,7,0
2053495,1,4,1,3000,21,19,2,0
2053970,1,5,1,3000,100,2,2,0
2054022,1,48,1,0,7,0,3,0
2054103,1,5,1,8284,12,10,18,0
2054198,2,44,1,0,17,0,3,0
2054209,2,13,1,6000,20,0,5,0
2054237,1,20,2,4000,7,6,3,0
2054425,1,16,1,0,10,0,1,0
2054444,1,5,1,3000,4,0,2,0
2054542,1,29,1,3000,7,0,2,0
2054607,1,18,1,5342,22,7,7,0
2054744,2,35,1,9000,70,1,8,0
2054813,1,2,1,8000,100,0,7,1
2055142,2,10,1,2328,41,0,2,0
2055200,2,39,1,4000,6,1,3,0
2055310,1,43,1,7000,16,0,6,0
2055389,1,10,1,3000,7,0,2,0
2055455,1,5,1,4000,82,11,3,0
2055475,1,11,1,5768,18,8,8,0
2055736,1,6,2,4178,4,2,4,0
2055815,1,35,1,4924,10,0,8,0
2055863,1,44,1,4000,60,8,3,0
2055882,1,43,1,0,25,1,5,0
2055944,1,15,1,2208,24,0,2,0
2055966,1,35,1,2901,16,0,15,0
2056002,1,21,1,4042,5,0,21,0
2056036,1,49,1,6000,7,2,5,0
2056045,2,35,1,0,89,0,40,0
2056288,2,5,1,0,33,0,3,0
2056381,1,49,1,7779,10,0,14,0
2056388,1,17,1,10469,10,0,18,0
2056396,2,13,1,3000,36,0,2,0
2056532,1,24,1,2116,4,1,17,0
2056587,2,35,1,914,9,22,3,0
2056591,1,7,1,1463,7,0,8,0
2056612,2,29,1,4000,41,0,3,0
2056653,2,36,1,0,11,0,6,0
2056662,1,23,1,3854,8,0,11,0
2056720,1,13,1,0,3,0,5,0
2056779,2,5,1,5695,21,15,8,0
2056807,2,32,1,0,30,0,19,0
2056873,2,20,1,8000,8,0,7,0
2056950,1,4,2,15428,19,0,30,1
2057035,1,39,1,5000,24,0,4,0
2057340,2,5,1,6000,8,0,5,0
2057407,2,35,1,0,17,17,3,0
2057440,2,23,1,5000,32,0,4,0
2057465,1,21,1,4346,3,0,48,0
2057495,1,19,1,6579,4,0,8,0
2057602,1,5,1,8000,48,0,7,0
2057709,1,10,1,919,100,0,6,0
2058051,1,25,1,19282,100,36,19,1
2058132,1,6,1,1905,24,13,4,0
2058245,2,25,2,0,9,0,4,0
2058325,1,29,1,0,27,1,2,0
2058413,2,15,1,6000,5,0,5,0
2058465,1,38,1,7000,34,0,6,0
2058467,1,5,2,12945,7,0,21,1
2058597,1,39,1,6000,47,0,5,0
2058708,2,5,1,4660,13,0,8,0
2058734,1,15,1,6000,11,0,5,0
2058859,2,39,1,0,5,0,9,0
2058919,2,2,1,3420,3,1,4,0
2058943,2,44,1,0,16,2,14,0
2059070,2,17,1,5000,12,2,4,0
2059264,2,11,1,5495,47,5,11,0
2059270,1,46,1,5000,5,0,4,0
2059337,1,27,1,3000,18,0,2,0
2059365,1,35,1,15000,32,0,14,1
2059442,1,44,2,6933,20,0,10,0
2059549,1,10,1,4857,17,0,6,0
2059631,2,41,1,0,57,7,3,0
2059709,1,27,1,4000,74,4,3,0
2059992,2,13,1,5000,13,0,4,0
2060215,1,43,1,0,44,5,7,0
2060245,2,44,1,3609,16,0,6,0
2060351,2,10,1,9000,21,0,8,0
2060388,1,32,1,6000,8,0,5,0
2060446,1,38,1,6261,11,0,41,0
2060464,2,36,1,9347,61,0,10,0
2060846,1,23,1,6000,3,0,5,0
2060851,1,15,1,0,12,3,5,0
2060853,1,10,1,10411,38,0,40,1
2060910,1,39,1,11000,60,0,10,0
2061016,1,35,1,1153,13,0,3,0
2061047,1,5,1,0,72,5,5,0
2061157,1,49,1,0,32,0,4,0
2061252,2,10,1,5949,11,0,17,0
2061265,2,44,1,6000,38,10,5,0
2061301,2,36,1,9000,4,13,8,0
2061302,1,36,1,5799,14,1,10,0
2061326,1,44,1,6000,5,4,5,0
2061467,1,29,1,3000,22,0,2,0
2061482,1,6,1,4761,9,2,11,0
2061671,1,2,1,9484,21,0,40,1
2061909,2,45,1,3000,23,0,2,0
2061918,1,5,1,3000,10,0,2,0
2062016,2,4,1,0,14,24,8,0
2062177,1,4,1,4000,33,3,3,0
2062186,2,36,1,1523,20,0,3,0
2062229,2,11,1,8000,32,5,7,1
2062331,2,46,1,11404,20,14,12,0
2062414,1,11,1,0,20,14,14,0
2062588,2,25,1,6713,12,6,15,0
2062619,2,35,1,0,64,6,3,0
2062737,2,4,1,10771,6,0,22,1
2062871,1,23,1,8653,39,4,11,0
2062991,1,29,1,8000,23,14,7,0
2063002,1,44,1,4407,12,1,25,0
2063021,1,44,1,0,12,5,11,0
2063054,1,44,1,8506,6,2,47,1
2063057,2,32,2,10928,13,0,32,0
2063143,2,35,1,4650,81,17,22,0
2063193,1,15,1,3000,5,0,2,0
2063372,1,36,1,0,2,0,3,0
2063485,1,20,1,3000,21,11,2,0
2063575,1,49,1,1587,7,0,9,0
2063584,2,33,1,7000,11,0,6,0
2063823,2,25,1,19,16,0,4,0
2063924,2,16,1,0,88,0,5,0
2064128,1,35,1,0,4,8,8,0
2064132,1,50,1,2198,100,7,30,0
2064137,1,44,1,4000,7,0,3,0
2064219,1,39,1,7000,92,0,6,0
2064311,1,20,1,4000,17,0,3,0
2064842,1,32,1,5747,20,4,13,0
2064844,2,15,1,0,7,0,20,0
2064853,1,35,1,0,100,18,5,0
2064857,2,38,1,5000,21,0,4,0
2065169,2,39,1,14821,21,0,39,1
2065402,1,39,1,6000,32,0,5,0
2065422,1,4,1,6000,8,0,5,0
2065431,1,14,1,9321,1,0,24,0
2065474,2,16,1,2721,11,0,7,0
2065576,2,5,1,9000,14,0,8,0
2065716,2,10,1,6000,23,19,5,0
2065918,1,39,1,4000,85,12,3,0
2066072,1,14,1,0,2,0,19,0
2066101,1,3,1,3000,100,0,2,0
2066106,1,44,1,5539,27,0,8,0
2066337,2,46,1,4000,100,37,3,0
2066528,2,15,1,4000,43,9,3,0
2066550,1,5,1,7559,7,0,10,0
2066898,1,35,1,3761,25,34,5,0
2067126,1,29,1,0,100,0,4,0
2067166,1,10,1,6000,11,3,5,0
